[EVENT_TIMING] 8880 event firings recorded

================================================================================
PER-EVENT WALL-CLOCK TIMING (barrier-to-barrier)
================================================================================
Event TaskType              Count    Avg(us)    Min(us)    Max(us)    Std(us)
  172 UNKNOWN                  29       4.84       4.44       6.08       0.36
  173 UNKNOWN                  29      13.66      13.02      14.24       0.29
  174 UNKNOWN                  29       9.70       9.50      10.31       0.16
  175 UNKNOWN                  29      12.33      11.80      13.04       0.35
  176 UNKNOWN                  29      15.24      14.64      15.74       0.24
  177 UNKNOWN                  29       8.19       7.54       8.69       0.27
  178 UNKNOWN                  29      16.36      14.78      17.90       1.01
  179 UNKNOWN                  29      42.24      39.56      46.32       1.65
  180 UNKNOWN                  29      23.62      22.02      26.20       1.11
  181 UNKNOWN                  29       4.93       4.42       6.48       0.41
  182 UNKNOWN                  29      13.77      13.20      14.20       0.24
  183 UNKNOWN                  29       9.85       9.62      10.50       0.17
  184 UNKNOWN                  29      12.57      11.90      13.50       0.44
  185 UNKNOWN                  29      15.29      14.70      15.86       0.25
  186 UNKNOWN                  29       8.13       7.32       8.78       0.31
  187 UNKNOWN                  29      15.85      14.47      17.18       0.83
  188 UNKNOWN                  29      42.47      39.49      45.32       1.37
  189 UNKNOWN                  29      23.15      21.78      25.66       1.05
  190 UNKNOWN                  29       5.01       4.08       5.96       0.51
  191 UNKNOWN                  29      13.70      13.06      14.24       0.23
  192 UNKNOWN                  29       9.90       9.63      10.25       0.16
  193 UNKNOWN                  29      12.65      12.03      13.17       0.29
  194 UNKNOWN                  29      15.43      14.97      15.86       0.20
  195 UNKNOWN                  29       8.03       7.54       8.52       0.28
  196 UNKNOWN                  29      17.06      15.23      17.96       0.80
  197 UNKNOWN                  29      41.23      39.08      44.09       1.30
  198 UNKNOWN                  29      23.92      22.20      26.68       1.30
  199 UNKNOWN                  29       4.95       4.48       5.92       0.38
  200 UNKNOWN                  29      13.89      13.44      14.32       0.20
  201 UNKNOWN                  29       9.73       9.40      10.22       0.19
  202 UNKNOWN                  29      12.32      11.70      13.24       0.38
  203 UNKNOWN                  29      15.33      14.93      15.86       0.28
  204 UNKNOWN                  29       8.16       7.56       8.84       0.33
  205 UNKNOWN                  29      16.59      14.98      18.04       1.09
  206 UNKNOWN                  29      43.72      40.76      46.86       1.60
  207 UNKNOWN                  29      23.94      21.86      27.08       1.38
  208 UNKNOWN                  29       4.96       4.10       6.56       0.52
  209 UNKNOWN                  29      13.81      13.36      14.32       0.22
  210 UNKNOWN                  29       9.68       9.36      10.56       0.23
  211 UNKNOWN                  29      12.43      11.82      13.12       0.37
  212 UNKNOWN                  29      15.19      14.61      15.69       0.29
  213 UNKNOWN                  29       8.23       7.55       8.66       0.28
  214 UNKNOWN                  29      17.06      15.02      18.28       0.76
  215 UNKNOWN                  29      41.53      39.00      46.10       1.59
  216 UNKNOWN                  29      23.14      21.68      25.78       1.09
  217 UNKNOWN                  29       5.00       4.48       6.64       0.48
  218 UNKNOWN                  29      13.88      13.14      14.34       0.22
  219 UNKNOWN                  29       9.71       9.38      10.14       0.15
  220 UNKNOWN                  29      12.74      12.06      13.22       0.25
  221 UNKNOWN                  29      15.22      14.82      15.57       0.18
  222 UNKNOWN                  29       8.26       7.38       8.65       0.25
  223 UNKNOWN                  29      16.20      15.10      17.51       0.65
  224 UNKNOWN                  29      41.76      39.40      43.50       1.30
  225 UNKNOWN                  29      23.28      21.62      25.84       1.16
  226 UNKNOWN                  29       5.07       4.56       6.48       0.41
  227 UNKNOWN                  29      13.80      13.10      14.26       0.28
  228 UNKNOWN                  29      10.05       9.71      10.35       0.13
  229 UNKNOWN                  29      12.81      12.11      13.73       0.40
  230 UNKNOWN                  29      15.30      14.86      15.78       0.22
  231 UNKNOWN                  29       8.25       7.62       8.84       0.33
  232 UNKNOWN                  29      16.95      14.98      17.86       0.84
  233 UNKNOWN                  29      41.20      38.78      44.06       1.33
  234 UNKNOWN                  29      23.57      21.88      26.09       1.11
  235 UNKNOWN                  29       4.77       4.46       5.68       0.22
  236 UNKNOWN                  29      13.80      13.42      14.20       0.23
  237 UNKNOWN                  29       9.72       9.48       9.98       0.13
  238 UNKNOWN                  29      12.58      11.88      13.36       0.35
  239 UNKNOWN                  29      15.21      14.58      15.86       0.31
  240 UNKNOWN                  29       8.00       7.10       8.62       0.30
  241 UNKNOWN                  29      16.41      14.84      18.00       1.15
  242 UNKNOWN                  29      41.24      38.46      43.76       1.44
  243 UNKNOWN                  29      23.44      21.63      24.88       1.04
  244 UNKNOWN                  29       5.58       4.16       7.22       1.06
  245 UNKNOWN                  24       3.23       0.04      72.76      14.50
  246 UNKNOWN                  25       0.22       0.01       1.10       0.29
  247 UNKNOWN                  23       3.45       0.04      73.12      14.86
  248 UNKNOWN                  24       3.41       0.01      77.46      15.44
  249 UNKNOWN                  23       3.47       0.04      76.19      15.51
  250 UNKNOWN                  24       6.44       0.04      75.54      20.65
  251 UNKNOWN                  23       0.19       0.02       1.06       0.22
  252 UNKNOWN                  24       0.19       0.04       0.78       0.18
  253 UNKNOWN                  26       0.24       0.02       1.04       0.25
  254 UNKNOWN                  22       0.13       0.01       0.50       0.11
  255 UNKNOWN                  25       6.14       0.02      74.62      20.12
  256 UNKNOWN                  28       2.83       0.01      74.74      13.84
  257 UNKNOWN                  24       0.17       0.02       1.08       0.21
  258 UNKNOWN                  23       0.21       0.02       0.55       0.17
  259 UNKNOWN                  25       9.20       0.01      74.96      23.96
  260 UNKNOWN                  25      12.01       0.01      75.02      26.98
  261 UNKNOWN                  25       0.10       0.01       0.53       0.14
  262 UNKNOWN                  25       9.12       0.01      76.54      24.21
  263 UNKNOWN                  22       0.16       0.02       0.59       0.16
  264 UNKNOWN                  25       6.11       0.02      75.25      20.18
  265 UNKNOWN                  25       0.19       0.02       0.84       0.19
  266 UNKNOWN                  27       0.10       0.01       0.27       0.07
  267 UNKNOWN                  21      10.78       0.01      76.27      26.16
  268 UNKNOWN                  25       9.03       0.01      75.46      24.00
  269 UNKNOWN                  23       3.49       0.02      75.54      15.36
  270 UNKNOWN                  25       0.38       0.02       1.60       0.40
  271 UNKNOWN                  26       3.06       0.01      74.84      14.36
  272 UNKNOWN                  27       0.20       0.02       0.80       0.21
  273 UNKNOWN                  23       0.14       0.01       0.51       0.14
  274 UNKNOWN                  25       0.16       0.02       0.52       0.15
  275 UNKNOWN                  25       0.25       0.02       1.28       0.29
  276 UNKNOWN                  29       0.26       0.01       0.96       0.27
  277 UNKNOWN                  26       0.84       0.04       3.44       0.85
  278 UNKNOWN                  29       0.87       0.06       2.69       0.77
  279 UNKNOWN                  28       1.32       0.03       4.08       1.17
  280 UNKNOWN                  28       0.84       0.04       3.13       0.86
  281 UNKNOWN                  28       0.74       0.01       2.74       0.74
