[EVENT_TIMING] 8880 event firings recorded

================================================================================
PER-EVENT WALL-CLOCK TIMING (barrier-to-barrier)
================================================================================
Event TaskType              Count    Avg(us)    Min(us)    Max(us)    Std(us)
  208 UNKNOWN                  29       5.09       4.36       6.77       0.54
  209 UNKNOWN                  29      13.86      13.39      14.32       0.26
  210 UNKNOWN                  29       9.96       9.56      10.42       0.19
  211 UNKNOWN                  29      12.64      11.84      13.56       0.46
  212 UNKNOWN                  29      15.02      14.47      15.42       0.25
  213 UNKNOWN                  29       8.02       7.37       8.49       0.28
  214 UNKNOWN                  29      15.35      14.68      16.24       0.30
  215 UNKNOWN                  29      41.48      40.65      43.96       0.72
  216 UNKNOWN                  29      24.38      22.06      25.36       0.50
  217 UNKNOWN                  29       4.87       4.28       6.23       0.55
  218 UNKNOWN                  29      13.92      13.34      14.44       0.24
  219 UNKNOWN                  29       9.72       9.44      10.32       0.17
  220 UNKNOWN                  29      12.22      11.64      13.13       0.41
  221 UNKNOWN                  29      14.95      14.53      15.44       0.22
  222 UNKNOWN                  29       8.13       7.54       8.64       0.27
  223 UNKNOWN                  29      15.25      14.72      16.24       0.34
  224 UNKNOWN                  29      41.15      40.37      42.32       0.50
  225 UNKNOWN                  29      24.42      23.14      24.99       0.37
  226 UNKNOWN                  29       4.68       4.25       5.32       0.22
  227 UNKNOWN                  29      13.84      13.08      14.22       0.27
  228 UNKNOWN                  29       9.63       9.33       9.99       0.18
  229 UNKNOWN                  29      12.57      11.51      13.31       0.50
  230 UNKNOWN                  29      14.97      14.36      15.52       0.24
  231 UNKNOWN                  29       8.14       7.60       8.65       0.23
  232 UNKNOWN                  29      15.18      14.70      15.62       0.25
  233 UNKNOWN                  29      41.57      40.71      43.30       0.59
  234 UNKNOWN                  29      24.41      22.56      24.91       0.44
  235 UNKNOWN                  29       4.56       4.14       5.20       0.23
  236 UNKNOWN                  29      13.77      13.17      14.43       0.26
  237 UNKNOWN                  29       9.90       9.54      10.21       0.19
  238 UNKNOWN                  29      12.47      12.02      13.07       0.30
  239 UNKNOWN                  29      14.85      14.43      15.38       0.26
  240 UNKNOWN                  29       8.26       7.56       8.64       0.31
  241 UNKNOWN                  29      15.14      14.65      15.81       0.29
  242 UNKNOWN                  29      41.78      41.03      44.43       0.66
  243 UNKNOWN                  29      24.33      23.38      24.90       0.36
  244 UNKNOWN                  29       4.96       4.24       7.02       0.78
  245 UNKNOWN                  28       2.91       0.01      74.58      13.80
  246 UNKNOWN                  25       0.30       0.02       1.44       0.30
  247 UNKNOWN                  25       6.29       0.01      76.28      20.33
  248 UNKNOWN                  28       2.81       0.01      72.69      13.45
  249 UNKNOWN                  24       6.21       0.01      74.48      20.07
  250 UNKNOWN                  25       0.20       0.02       1.04       0.22
  251 UNKNOWN                  27       3.05       0.02      74.80      14.07
  252 UNKNOWN                  26       3.25       0.01      76.17      14.59
  253 UNKNOWN                  21       3.86       0.03      74.24      15.74
  254 UNKNOWN                  23       0.23       0.02       0.68       0.18
  255 UNKNOWN                  26       3.08       0.01      74.75      14.34
  256 UNKNOWN                  28       2.90       0.01      75.45      13.96
  257 UNKNOWN                  26       0.40       0.01       1.53       0.39
  258 UNKNOWN                  27       3.12       0.01      75.01      14.10
  259 UNKNOWN                  26       8.74       0.02      74.90      23.42
  260 UNKNOWN                  25       9.21       0.02      76.26      24.42
  261 UNKNOWN                  27       2.92       0.01      73.18      13.78
  262 UNKNOWN                  26       3.11       0.02      73.25      14.03
  263 UNKNOWN                  26       0.25       0.03       0.78       0.22
  264 UNKNOWN                  24       6.48       0.02      76.12      20.74
  265 UNKNOWN                  21       3.94       0.04      74.82      15.85
  266 UNKNOWN                  22       0.22       0.01       1.20       0.26
  267 UNKNOWN                  22      10.35       0.01      75.95      25.47
  268 UNKNOWN                  22       3.61       0.01      73.42      15.24
  269 UNKNOWN                  28       2.88       0.01      72.01      13.31
  270 UNKNOWN                  26       0.28       0.01       1.04       0.27
  271 UNKNOWN                  26       0.37       0.01       2.25       0.43
  272 UNKNOWN                  25       0.28       0.01       1.41       0.35
  273 UNKNOWN                  24       0.41       0.04       1.66       0.38
  274 UNKNOWN                  27       0.31       0.04       1.51       0.32
  275 UNKNOWN                  28       0.31       0.01       0.84       0.28
  276 UNKNOWN                  27       0.28       0.02       1.02       0.27
  277 UNKNOWN                  26       3.10       0.01      74.09      14.20
  278 UNKNOWN                  26       0.30       0.01       0.92       0.26
  279 UNKNOWN                  26       0.37       0.01       2.56       0.50
  280 UNKNOWN                  25       0.27       0.01       0.96       0.23
  281 UNKNOWN                  26       0.31       0.02       1.09       0.27
  282 UNKNOWN                  26       2.60       0.03      27.88       6.87
  283 UNKNOWN                  27       1.64       0.01      30.12       5.60
  284 UNKNOWN                  28       6.35       0.03      29.20      11.10
  285 UNKNOWN                  27       1.33       0.01      28.82       5.40
  286 UNKNOWN                  26       1.49       0.03      28.50       5.41
  287 UNKNOWN                  28       2.48       0.03      28.08       6.96
  288 UNKNOWN                  28       6.37       0.04      28.47      11.24
  289 UNKNOWN                  26       1.34       0.01      26.57       5.05
  290 UNKNOWN                  26       0.42       0.02       1.69       0.38
  291 UNKNOWN                  27       0.64       0.08       2.64       0.64
  292 UNKNOWN                  27       1.49       0.01      27.20       5.06
  293 UNKNOWN                  27       6.42       0.01      29.56      11.39
  294 UNKNOWN                  25       2.76       0.04      29.28       7.70
  295 UNKNOWN                  29       5.80       5.36       6.19       0.24
  296 UNKNOWN                  29       5.51       5.08       5.86       0.18

================================================================================
PER-TYPE SUMMARY (sum of avg durations across all events)
================================================================================
TaskType             Events    Total(us)  Total(ms)        %
----------------------------------------------------------
UNKNOWN                 296       4334.1      4.334   100.0%
TOTAL                             4334.1      4.334

Saved raw event timing to event_timing.json
