[EVENT_TIMING] 8880 event firings recorded

================================================================================
PER-EVENT WALL-CLOCK TIMING (barrier-to-barrier)
================================================================================
Event TaskType              Count    Avg(us)    Min(us)    Max(us)    Std(us)
  261 UNKNOWN                  24       3.11       0.01      72.42      14.45
  262 UNKNOWN                  24       0.12       0.01       0.59       0.12
  263 UNKNOWN                  24       3.10       0.02      72.19      14.41
  264 UNKNOWN                  25       5.74       0.01      70.54      19.06
  265 UNKNOWN                  24       0.15       0.01       0.96       0.21
  266 UNKNOWN                  27       0.15       0.01       0.88       0.21
  267 UNKNOWN                  25       2.90       0.02      70.19      13.74
  268 UNKNOWN                  22       3.29       0.01      70.30      14.62
  269 UNKNOWN                  25       0.12       0.01       0.38       0.10
  270 UNKNOWN                  25       0.10       0.02       0.34       0.08
  271 UNKNOWN                  22       3.41       0.03      71.72      14.91
  272 UNKNOWN                  26       5.61       0.02      71.45      18.98
  273 UNKNOWN                  24       3.14       0.01      70.61      14.07
  274 UNKNOWN                  25       0.11       0.01       0.57       0.12
  275 UNKNOWN                  26       0.12       0.02       0.36       0.09
  276 UNKNOWN                  25       0.15       0.01       0.56       0.15
  277 UNKNOWN                  28      10.18       0.01      72.31      24.61
  278 UNKNOWN                  26       0.11       0.01       0.50       0.11
  279 UNKNOWN                  27       0.14       0.01       0.87       0.18
  280 UNKNOWN                  22       0.13       0.02       0.44       0.13
  281 UNKNOWN                  21       0.15       0.02       0.36       0.11
  282 UNKNOWN                  28       0.24       0.01       0.84       0.21
  283 UNKNOWN                  28       5.09       0.01      34.80      11.77
  284 UNKNOWN                  29       9.46       0.01      34.88      14.78
  285 UNKNOWN                  28       2.71       0.02      34.44       8.74
  286 UNKNOWN                  25       2.89       0.01      34.15       9.17
  287 UNKNOWN                  29       2.47       0.01      33.58       8.31
  288 UNKNOWN                  26       4.07       0.01      34.46      10.71
  289 UNKNOWN                  22       3.28       0.01      34.87       9.84
  290 UNKNOWN                  25       0.21       0.01       0.68       0.18
  291 UNKNOWN                  27       1.41       0.01      32.90       6.18
  292 UNKNOWN                  24       1.63       0.01      33.42       6.63
